z_phot,log_Mstar,dust
8.4879,8.44471,0.0
9.4439,8.44628,0.0
8.9593,8.62257,0.0
8.6143,8.42477,0.0
10.1063,7.31831,0.3
9.9914,7.84893,0.0
9.1862,8.34763,0.0
9.3163,8.016,0.0
8.7795,8.20148,0.0
9.4589,8.30057,0.0
9.7184,7.95473,0.0
8.3092,8.19157,0.0
9.8904,8.33388,0.0
8.9125,10.68352,0.2
10.8178,8.99316,0.1
8.2319,9.50905,0.2
8.9468,9.71681,0.0
9.3876,8.18922,0.0
8.1182,8.60493,0.0
9.234,8.90576,0.1
8.0578,8.63289,0.0
9.3264,9.32813,0.0
10.0094,8.4934,0.0
10.0184,8.82334,0.0
8.9322,9.51045,0.1
9.0697,9.95465,0.3
9.0637,8.23893,0.0
8.0444,8.53354,0.0
9.115,8.44355,0.0
9.2089,9.73367,0.0
9.9851,8.31428,0.0
8.728,9.55405,0.1
8.2003,10.24333,0.2
10.1475,8.82194,0.0
10.0322,7.97884,0.0
8.8096,8.82953,0.0
10.0479,9.1223,0.0
9.6308,8.37445,0.0
10.0011,8.44499,0.0
9.9502,8.0105,0.0
9.7528,9.32276,0.1
10.0198,7.98091,0.0
10.0114,8.02419,0.0
8.0389,9.13325,0.2
8.8351,8.6938,0.0
8.3334,8.66793,0.1
8.951,8.55739,0.1
8.3052,8.93136,0.1
8.1386,9.02911,0.0
8.3835,10.45923,0.6
8.3437,8.77701,0.1
8.6207,8.90333,0.1
8.2767,9.90556,0.4
8.5763,10.06204,0.1
10.0466,7.93977,0.0
8.5938,8.68922,0.0
8.0123,8.82387,0.0
8.9385,11.41383,1.2
9.1078,8.18866,0.0
9.2486,7.9859,0.0
10.0566,8.07882,0.0
8.22,7.54564,0.3
9.2236,8.65924,0.1
11.8724,10.29378,0.1
8.3324,9.81023,0.4
10.0428,7.83092,0.0
10.0016,7.9433,0.0
8.8522,8.96794,0.0
8.1544,8.65406,0.0
10.1277,8.86447,0.0
10.0402,8.12894,0.0
10.0924,9.96149,0.1
9.3977,7.76728,0.0
9.5563,8.82848,0.0
10.0386,8.08213,0.0
8.336,10.30172,0.5
9.7723,8.37469,0.0
9.2557,8.84311,0.0
8.5297,9.3341,0.4
9.1989,9.06239,0.0
9.6651,8.25669,0.0
10.0055,8.34119,0.0
9.135,8.18409,0.0
9.6912,8.53799,0.0
8.825,8.85035,0.1
9.6962,7.85936,0.0
10.2245,8.5911,0.0
9.3216,8.16271,0.0
8.1794,8.82991,0.1
8.5328,8.05406,0.0
9.9183,8.37342,0.0
9.7442,8.33111,0.0
10.3751,8.3293,0.0
10.032,8.13573,0.0
9.2359,8.95467,0.1
10.0157,8.05661,0.0
9.9053,8.01677,0.0
10.0549,8.10311,0.0
10.0148,8.19135,0.0
8.2743,9.07462,0.1
8.9536,8.19034,0.0
9.1244,8.67789,0.0
9.1815,8.8728,0.2
8.0853,8.24677,0.0
8.4527,9.06882,0.0
9.7353,8.30701,0.0
8.5197,8.65122,0.0
9.1197,7.94551,0.0
9.9156,8.3588,0.0
8.4078,9.08229,0.2
9.0862,8.91596,0.1
8.8098,8.44338,0.0
8.4778,8.7353,0.2
10.0348,8.23729,0.0
9.7955,8.61344,0.0
9.4132,8.25247,0.0
9.4539,8.47953,0.0
11.3248,10.3594,1.2
8.0414,9.42926,1.2
9.7035,8.09341,0.0
8.6689,8.6379,0.1
9.2068,8.32718,0.0
8.621,9.05124,0.1
9.0684,9.27268,0.6
10.0286,8.08765,0.0
9.3342,8.04955,0.0
10.0301,8.10794,0.0
9.9106,8.0413,0.0
9.861,8.40237,0.0
9.8806,8.19576,0.0
8.3539,8.09147,0.0
9.4265,9.78493,1.2
9.3931,8.49924,0.1
8.2408,9.58864,1.2
8.6986,9.7979,1.2
9.186,8.44701,0.0
8.307,8.39249,0.1
10.0124,8.13942,0.0
10.0438,10.32187,1.2
9.3664,8.38006,0.0
8.0236,8.50348,0.0
8.2048,7.49732,0.1
10.039,8.64274,0.0
10.0015,8.06915,0.0
9.3665,7.82147,0.0
8.0242,7.51348,0.0
8.0919,9.58784,0.3
9.777,8.33296,0.0
9.6031,8.51126,0.0
9.8425,8.34041,0.0
10.0278,8.61381,0.0
9.235,7.94838,0.0
9.6315,8.17713,0.0
9.2607,8.67006,0.0
8.1329,8.69144,0.1
9.5143,8.32491,0.0
8.9727,8.34729,0.0
9.1737,8.63817,0.0
9.9204,8.44025,0.0
9.7582,8.0385,0.0
8.2221,8.36862,0.1
9.1479,8.39497,0.0
9.1638,8.43091,0.1
8.6261,8.16831,0.0
9.7759,8.20563,0.0
8.8516,8.25054,0.0
8.6833,8.55437,0.0
8.526,10.14088,1.0
8.2522,8.72382,0.1
8.3968,8.18154,0.0
8.8749,8.59355,0.0
8.4093,9.75838,0.1
8.0757,8.52514,0.0
8.7416,8.34241,0.0
11.1976,9.79187,0.1
9.515,8.58724,0.0
8.4673,8.99135,0.1
8.3363,8.67476,0.0
9.9966,8.38437,0.0
9.0808,7.63333,0.7
10.228,9.28404,0.1
9.6174,8.55867,0.0
9.4693,8.05914,0.0
10.059,8.11968,0.0
10.0518,8.0882,0.0
8.2906,11.42275,1.0
11.0721,10.55746,0.4
8.008,8.85006,0.0
8.2212,10.21024,0.5
9.0627,8.68768,0.0
9.1491,9.80874,0.1
9.8433,8.7987,0.1
8.2653,8.65953,0.0
9.7979,8.52286,0.0
8.2103,8.39469,0.0
8.1682,8.28736,0.0
9.2542,8.06164,0.0
9.3051,7.94462,0.0
9.4491,8.95767,0.0
8.4936,9.19064,0.1
10.0231,8.16174,0.0
8.3845,10.38505,0.7
8.5298,9.55098,0.1
8.1052,8.64311,0.1
8.0273,8.54865,0.1
8.4051,8.30984,0.0
8.4694,8.76637,0.0
8.3272,9.12365,0.2
8.1384,9.89663,0.3
11.3035,9.36805,0.1
9.3285,8.00611,0.0
8.4672,7.86231,0.0
8.5766,9.1361,0.1
9.977,8.26364,0.0
8.1117,7.08419,1.0
8.6136,8.38767,0.0
10.1318,8.66673,0.0
8.0312,9.35311,0.1
8.3001,9.17655,0.2
9.8408,8.09716,0.0
8.8737,8.86809,0.0
9.9832,8.41681,0.0
8.2466,8.65946,0.1
8.3865,8.39648,0.0
8.5817,9.01424,0.4
8.6596,9.44953,0.2
10.0495,8.92562,0.0
10.0255,7.98818,0.0
9.2216,8.14652,0.0
8.1053,8.03183,0.0
8.6751,8.1481,0.0
10.0165,8.21386,0.0
8.2216,9.5701,0.0
9.6167,8.96114,0.0
8.3548,8.7494,0.1
9.4284,8.38611,0.0
8.1022,8.34441,0.0
9.2755,9.88371,1.2
9.0676,8.18077,0.0
9.8486,8.79608,0.1
10.7163,10.43144,1.2
8.0948,8.2245,0.0
8.0248,9.40669,1.2
8.0061,8.54719,0.0
9.8112,8.28596,0.0
9.2835,8.22481,0.0
9.7657,8.27916,0.0
9.9835,8.06696,0.0
9.8449,8.13215,0.0
8.7098,8.14107,0.0
8.6858,8.06032,0.0
8.9899,8.04355,0.0
9.8947,7.92549,0.0
8.8778,9.18747,0.1
8.2069,8.12374,0.0
9.1082,8.52479,0.0
9.4514,8.00313,0.0
8.9066,8.14241,0.0
9.7368,8.12713,0.0
9.8371,8.14403,0.0
8.1862,8.63056,0.0
9.9619,8.22447,0.0
9.548,8.07467,0.0
8.0721,8.22722,0.0
9.9162,8.13169,0.0
8.4285,8.29593,0.0
9.7316,8.57724,0.0
9.4782,8.38153,0.0
10.0159,8.08424,0.0
8.0083,8.72267,0.0
8.4753,8.5158,0.1
10.5326,10.16862,1.2
8.2311,8.46911,0.0
8.586,10.07084,1.2
8.1433,9.58057,1.2
9.508,9.82749,1.2
9.9721,8.04246,0.0
9.7508,8.07155,0.0
10.0615,8.05798,0.0
8.2895,8.31874,0.1
9.8297,8.05815,0.0
8.0473,9.031,0.1
9.4176,8.49729,0.0
8.3351,9.87357,1.2
9.7922,10.45483,1.2
8.4742,9.78631,1.2
8.6445,9.78228,1.2
8.8572,8.78999,0.1
10.3335,8.89846,0.0
8.2389,9.52645,0.1
10.0792,8.53208,0.0
10.1907,8.92201,0.0
10.1655,8.70685,0.1
8.2728,8.79658,0.0
9.0522,8.99153,0.1
8.9611,7.99327,0.0
9.9599,8.33317,0.0
9.9983,8.59356,0.0
9.9492,8.04045,0.0
8.0742,8.69511,0.1
8.018,10.1231,0.5
9.9056,8.29082,0.0
8.7786,8.98055,0.0
9.1238,9.34998,0.0
10.3293,8.32652,0.0
9.7233,8.7515,0.1
8.0342,8.58539,0.1
10.2347,8.57763,0.0
8.4632,10.08214,0.5
10.0023,8.14485,0.0
8.2611,9.90636,0.4
8.0094,9.19083,0.1
9.9816,7.94009,0.0
8.245,9.52827,0.3
10.0687,8.55713,0.0
8.3204,8.90511,0.1
8.4204,10.08221,0.5
8.9441,9.30382,0.1
10.7921,9.53893,0.1
9.679,9.07855,0.1
10.0601,8.53982,0.0
10.4926,8.5346,0.0
8.4796,9.4205,0.0
8.0365,8.92837,0.1
8.4902,10.39339,0.7
8.366,10.16171,0.6
8.1383,10.01744,0.2
8.9127,9.03718,0.1
10.0221,9.62325,0.0
9.8785,8.17025,0.0
8.694,10.30547,0.2
8.0854,9.88011,0.1
10.7847,10.25881,0.1
8.8116,9.09543,0.0
9.4943,8.50591,0.0
8.7539,8.66511,0.1
8.0921,9.94172,0.1
8.1208,9.0029,0.1
8.4314,8.48795,0.0
9.1389,8.76474,0.1
8.2162,9.50597,0.1
9.909,8.68476,0.0
10.0172,8.07746,0.0
8.44,8.03816,0.0
8.4487,9.99452,0.2
10.0289,8.06107,0.0
9.9727,7.97645,0.0
9.4693,9.09247,0.0
9.2188,8.21731,0.0
9.2803,8.10957,0.0
8.3288,8.44856,0.0
8.5124,8.44415,0.1
10.1831,8.39825,0.0
8.3647,9.8466,0.4
10.0577,8.20071,0.0
9.486,8.18046,0.5
9.8723,7.93418,0.0
9.5873,8.33968,0.0
10.0443,7.90225,0.0
9.3389,8.48529,0.0
9.5718,8.66672,0.0
9.8025,8.46698,0.0
9.9881,8.41998,0.0
9.233,8.45701,0.1
9.958,8.09985,0.0
9.2872,8.66581,0.0
9.6887,9.2904,0.4
9.9611,8.42408,0.0
9.1813,7.64244,0.0
9.3026,8.56391,0.0
8.5763,8.35868,0.0
9.6672,8.16498,0.0
9.2167,9.01781,0.1
10.0663,8.03544,0.0
9.0779,8.1295,0.0
8.2149,8.40461,0.0
9.194,10.556,1.2
8.5366,8.29276,0.0
8.0083,8.47328,0.0
8.15,8.65126,0.1
10.1007,8.26849,0.0
9.5853,8.71595,0.0
8.3663,8.11807,0.0
8.64,8.61633,0.1
8.1795,8.77092,0.1
9.762,7.859,0.5
9.8017,8.04762,0.0
10.0397,8.67899,0.0
10.0417,8.24824,0.0
9.5065,8.01012,0.0
8.4471,8.38347,0.0
8.111,8.22191,0.0
9.3099,8.69416,0.0
8.32,8.32075,0.1
9.2387,8.67105,0.0
9.1519,8.57665,0.1
9.7307,8.49058,0.0
8.0219,8.65834,0.1
8.2886,8.4071,0.0
9.245,8.38375,0.0
9.9996,8.08846,0.0
9.4293,8.09152,0.0
10.0216,7.97128,0.0
9.283,8.57218,0.0
10.0615,8.72285,0.0
9.7458,8.45137,0.0
9.5189,8.14202,0.0
9.7555,8.49684,0.0
8.6081,8.19505,0.0
9.9591,8.39925,0.0
8.8419,8.41028,0.1
9.9004,8.21777,0.0
8.1386,8.86886,0.1
9.4391,8.23099,0.0
9.4226,8.01556,0.0
9.0501,8.70455,0.0
8.5082,11.37444,1.2
9.7498,9.47941,0.1
8.0738,9.18823,0.1
8.2288,8.40947,0.0
9.3011,9.03577,0.0
9.0184,9.29289,0.0
9.0087,8.7587,0.0
9.4083,9.95606,0.1
9.7883,8.18283,0.0
10.0761,8.75436,0.0
8.6987,9.21939,0.0
9.9999,8.29819,0.0
8.2115,8.59828,0.0
8.0347,9.39223,0.1
10.0124,8.02989,0.0
9.1774,9.17238,0.1
8.0169,8.73678,0.0
8.0597,8.70189,0.1
9.3706,8.54524,0.0
10.148,8.72683,0.0
10.4975,8.55517,0.0
8.9656,6.22907,0.6
8.3851,8.95646,0.1
10.067,8.16055,0.0
8.4759,8.66137,0.0
9.1587,9.58457,0.1
8.0864,8.74277,0.1
8.0217,10.06152,0.5
9.1986,9.51523,0.0
9.3255,11.14426,0.9
8.3289,8.44314,0.0
8.8431,9.23052,0.0
9.0843,9.39788,0.1
9.066,9.60253,0.1
9.2903,8.0026,0.0
10.0653,8.22238,0.0
9.5484,9.15171,0.2
10.0425,7.99137,0.0
9.0675,8.66941,0.0
10.0421,8.04784,0.0
8.4501,8.6241,0.0
8.3187,8.82321,0.1
8.5917,8.92882,0.0
11.4028,10.51543,0.5
8.9999,8.46014,0.0
8.298,9.66055,0.5
8.4258,9.84317,0.2
9.4497,8.54764,0.0
10.0948,9.26247,0.2
9.065,8.34373,0.0
9.4038,8.07576,0.0
8.4171,8.74777,0.1
9.8283,8.24368,0.0
9.6841,7.24126,0.0
9.2121,8.24381,0.0
8.3422,9.32792,0.1
8.7515,9.74939,1.2
10.033,7.94264,0.0
8.1626,8.23428,0.0
8.3884,8.05131,0.0
9.2267,8.09778,0.0
9.9432,8.30401,0.1
9.7019,8.48839,0.0
9.1758,10.53046,1.2
9.6777,8.29042,0.0
8.1577,8.49555,0.0
9.908,8.53141,0.0
9.0226,8.44479,0.1
9.3094,8.20087,0.0
9.7726,8.32311,0.0
9.916,9.31181,0.0
9.8115,8.28897,0.0
9.7162,8.06893,0.0
9.2694,10.49701,1.0
9.9719,8.24901,0.0
8.4919,8.58872,0.1
8.3469,8.4313,0.0
8.1171,8.97849,0.1
9.3673,8.19111,0.0
9.98,8.1554,0.0
9.1832,9.91517,0.9
9.9982,8.50715,0.0
9.7443,8.27721,0.0
9.3468,7.95408,0.0
9.9955,7.94012,0.8
9.9979,7.5438,0.4
9.5131,8.2592,0.0
8.3911,8.57835,0.1
10.0212,8.07823,0.0
9.9815,8.62863,0.0
9.9906,8.19808,0.0
8.2681,8.16389,0.0
10.0277,7.9864,0.0
10.0008,8.09873,0.0
9.0863,8.56787,0.0
10.0428,8.91186,0.0
9.0929,9.55334,0.1
10.0819,7.46327,0.0
8.3007,9.02295,0.3
9.5328,7.31274,0.4
10.0614,8.02406,0.0
8.8327,8.34346,0.0
9.5945,8.42948,0.0
9.9931,8.01598,0.0
10.6781,10.11105,1.2
8.2098,9.70416,0.1
8.4515,9.70661,0.1
9.522,8.44942,0.0
8.2131,10.09711,0.5
8.0411,8.93248,0.1
8.4265,8.78555,0.1
8.1959,10.22532,0.5
8.236,8.79114,0.1
10.0345,8.21289,0.0
10.0466,7.91776,0.0
10.0386,8.5171,0.0
9.7089,9.12065,0.0
9.2519,10.52635,0.0
9.3177,10.92661,1.2
8.3896,10.14781,0.2
8.3125,9.99353,0.1
8.9008,10.02543,0.1
9.7477,10.70574,1.2
9.7554,8.22411,0.0
10.0601,7.90421,0.0
9.8331,8.03453,0.0
8.7756,8.26464,0.0
8.1864,9.93985,0.1
8.9839,10.42218,1.2
10.0163,8.04967,0.0
9.147,9.86151,0.1
8.2465,8.87134,0.0
10.3006,8.81273,0.1
9.2719,8.37359,0.0
8.0628,8.58872,0.0
10.114,8.55011,0.0
8.3568,8.2982,0.0
10.4985,8.94638,0.0
9.2769,8.7138,0.0
8.2126,8.52745,0.0
10.0693,8.11917,0.0
9.6531,8.98275,0.1
10.0629,8.06488,0.0
10.0341,8.30554,0.0
8.4386,9.22937,0.1
10.0394,8.24209,0.0
9.743,8.56373,0.0
8.1561,8.6541,0.1
8.6,9.31835,0.1
10.0055,8.54426,0.0
9.8305,8.98571,0.0
9.4596,9.14338,0.0
8.0759,8.80737,0.0
10.0737,8.06438,0.0
10.0481,8.1528,0.0
8.6781,8.85055,0.1
8.6244,10.22156,0.6
8.7061,9.1806,0.0
8.2692,8.44487,0.0
8.5717,7.77114,0.0
8.4965,8.94383,0.2
8.3028,8.54916,0.0
8.1292,8.92593,0.0
8.3054,8.5084,0.1
8.2446,8.60587,0.1
10.0535,8.55021,0.0
8.0726,8.98254,0.1
8.3322,9.61238,0.3
8.4551,9.10712,0.1
8.8081,9.99927,0.1
9.0816,9.10762,0.0
10.0277,8.31913,0.0
8.9292,8.46247,0.0
10.0238,7.94207,0.0
8.7248,7.95389,0.0
9.5123,8.09551,0.0
9.1497,8.27759,0.0
8.7668,8.11186,0.0
8.0375,9.40839,1.2
9.065,8.05644,0.0
10.0211,8.21508,0.0
9.2926,8.58357,0.0
9.5638,8.19865,0.0
10.0271,7.88593,0.0
9.9841,8.238,0.0
8.3424,8.0682,0.0
8.1436,8.40718,0.0
8.9819,8.38744,0.0
8.906,8.30178,0.0
8.5369,7.35037,0.0
9.6296,8.21457,0.0
8.923,8.56583,0.0
8.1492,9.21632,0.2
8.1449,9.0947,0.0
10.0765,8.48088,0.0
10.0386,7.98936,0.0
9.7531,8.24874,0.0
8.9901,8.15082,0.0
9.6614,8.34779,0.0
8.8533,8.58999,0.0
8.1303,7.30343,0.4
8.902,8.39545,0.0
8.1717,9.76563,0.4
8.4735,8.37627,0.1
8.9772,8.40047,0.0
9.2935,7.14761,0.7
9.4168,7.96907,0.0
9.8552,8.08576,0.0
9.967,8.12168,0.0
9.7168,8.27499,0.0
10.0666,8.39026,0.0
8.5057,8.58528,0.1
9.4195,8.35552,0.0
8.0961,8.04166,0.0
10.0105,8.01134,0.0
9.3113,7.81559,0.0
9.9693,8.57602,0.0
9.2582,8.38971,0.0
9.9996,8.07253,0.0
8.4265,9.98031,1.2
8.4404,9.46218,0.1
9.4571,8.29977,0.0
9.6915,7.90435,0.0
8.2158,8.53186,0.0
8.4518,8.46098,0.0
9.9331,8.03115,0.0
8.471,8.25623,0.0
9.576,8.13541,0.0
9.3009,9.77357,1.2
9.4723,7.32022,0.4
8.245,8.42482,0.0
9.6962,8.27594,0.0
9.9176,8.07449,0.0
8.061,8.79847,0.1
9.2014,8.58176,0.0
8.0663,9.31624,1.2
9.2087,8.75889,0.0
9.6329,8.68897,0.0
9.5496,8.72637,0.1
8.1667,8.63727,0.1
8.2824,8.0133,0.0
10.0468,8.01111,0.0
10.508,10.32984,0.9
8.3558,9.88392,1.2
9.6242,8.73036,0.0
8.3672,8.66015,0.0
9.9118,8.03005,0.0
10.0518,8.17873,0.0
8.1277,11.2092,0.7
9.9746,8.1591,0.0
8.1185,8.86993,0.1
8.748,9.02001,0.0
9.4078,8.87134,0.0
8.8594,8.78709,0.1
9.2356,9.60997,0.2
8.1416,8.88554,0.1
9.4045,8.44741,0.0
10.0421,8.92696,0.0
10.0358,9.2136,0.0
8.2331,10.41797,1.2
8.1771,9.23436,0.1
8.9205,9.28318,0.0
10.0123,8.15821,0.0
9.8956,9.01097,0.0
10.0393,8.81596,0.0
8.0045,8.90171,0.1
10.5187,8.37167,0.0
9.4752,9.95452,0.0
9.9758,8.20226,0.0
8.3523,8.70383,0.0
9.1608,9.42456,0.1
9.4156,8.46979,0.0
9.1225,8.95875,0.0
8.4169,9.30245,0.1
8.917,8.7146,0.0
9.3515,8.57303,0.0
10.063,8.01202,0.0
9.7461,8.32412,0.0
10.0646,8.11208,0.0
9.2549,7.82217,0.0
9.9603,8.2095,0.0
9.2224,9.85113,0.2
8.6073,9.33044,0.0
10.0041,8.1141,0.0
8.0325,9.97177,0.5
9.8841,9.41403,0.2
8.6339,8.61324,0.0
8.4926,8.86987,0.0
8.9437,8.95812,0.0
9.0098,8.88004,0.0
11.9403,10.07228,0.0
9.727,8.63308,0.0
10.042,8.08631,0.0
8.3865,8.57484,0.0
9.9783,8.21971,0.0
10.0305,7.95166,0.0
8.14,9.79041,0.2
8.0212,8.71704,0.0
9.0032,8.28417,0.0
8.2489,8.56808,0.0
8.5886,9.2812,0.5
8.5003,9.93866,0.5
10.0215,8.41913,0.0
8.2853,9.19992,0.1
8.2697,9.24749,0.0
9.2946,8.31148,0.0
9.4754,8.32276,0.0
9.675,8.80733,0.0
8.4954,8.85299,0.0
8.4227,9.73528,0.4
8.8453,8.49835,0.0
9.3529,8.97827,0.0
8.7683,9.12462,0.0
8.514,9.39721,0.4
10.0395,8.01558,0.0
8.6784,8.77619,0.0
8.1802,8.92512,0.2
10.0318,8.16445,0.0
8.18,8.37918,0.0
10.0517,8.09393,0.0
9.1982,8.06298,0.0
8.5891,8.29278,0.0
9.4154,8.24652,0.0
9.2079,8.56387,0.0
8.7428,8.60062,0.0
8.4433,8.7775,0.1
9.3108,8.11791,0.0
9.6686,8.48199,0.0
8.4267,8.28103,0.0
9.7873,8.37386,0.0
9.2017,8.23111,0.0
9.3899,7.97561,0.0
9.0863,8.38173,0.0
9.8824,8.33267,0.0
8.376,8.2511,0.0
8.1219,8.26344,0.0
9.2595,8.92742,0.0
8.7161,8.35652,0.0
9.0885,8.47295,0.0
9.8659,7.98179,0.0
9.9138,7.79545,0.0
9.922,8.33941,0.0
8.9648,8.42756,0.0
9.1617,9.07157,0.1
8.352,8.68172,0.1
9.5162,8.36591,0.0
9.3924,8.67861,0.0
8.8212,9.84366,1.2
10.044,7.89147,0.0
9.7364,8.44958,0.0
9.592,8.22731,0.0
10.088,8.87516,0.0
9.6939,8.18902,0.0
9.2548,8.36705,0.0
9.1963,7.13551,1.0
9.2031,8.35424,0.0
9.9668,8.35695,0.0
9.4894,8.41966,0.0
8.0917,9.10875,0.2
8.5681,8.09137,0.0
9.6838,8.20602,0.0
9.7592,8.53017,0.0
9.463,8.45374,0.0
9.3017,8.37152,0.0
9.1213,8.14873,0.0
8.1536,8.08173,0.0
8.9935,8.89843,0.0
9.8304,8.74853,0.0
10.059,8.25329,0.0
8.1325,8.77695,0.1
10.0445,8.62696,0.0
9.4781,8.97998,0.0
10.0349,7.79858,0.0
8.5764,8.8947,0.0
9.1607,8.49722,0.0
11.1345,10.15508,1.2
8.5937,8.46542,0.1
8.7725,8.49426,0.1
8.2762,8.84799,0.1
9.0458,8.5409,0.0
8.2139,8.22026,0.0
8.4625,8.61476,0.0
10.0694,10.07257,1.1
8.1888,8.50613,0.0
9.644,8.62582,0.0
10.0567,8.01947,0.0
10.0574,8.11081,0.0
10.4336,8.48475,0.0
8.735,9.0083,0.0
8.0262,8.44204,0.0
8.8124,8.5811,0.0
8.9517,9.80048,0.2
8.1084,8.9544,0.1
8.7119,8.65278,0.1
8.0253,10.60409,0.5
10.0248,8.43898,0.0
9.6077,8.24549,0.0
8.3098,9.90465,0.2
8.0622,9.65457,0.1
8.0702,9.12648,0.1
9.987,8.05253,0.0
9.839,8.61001,0.0
9.3722,8.70087,0.0
9.1977,10.55122,1.2
9.2574,9.68835,0.1
8.05,8.68854,0.1
8.0277,8.58312,0.0
8.2115,8.92338,0.1
8.1571,9.53207,0.1
9.4962,8.1934,0.0
9.4506,8.05775,0.0
8.9097,9.16448,0.0
10.1918,9.04355,0.1
9.5037,8.61896,0.0
9.7746,8.28279,0.0
8.4341,8.60566,0.0
9.167,8.43585,0.0
8.1019,8.73155,0.0
8.3089,10.11889,0.5
10.0539,8.02251,0.0
8.0905,9.34783,0.2
8.3342,9.79505,0.5
8.3684,8.4507,0.0
8.3002,8.64593,0.0
8.1751,8.7169,0.1
9.0876,8.53599,0.1
9.9783,8.50562,0.0
8.1061,9.46517,0.0
8.7795,8.48395,0.0
9.886,8.32304,0.0
10.0146,7.84469,0.0
8.6765,8.65161,0.0
8.5927,9.07366,0.5
8.2877,8.78677,0.2
9.0617,8.45967,0.0
8.3703,8.60731,0.0
8.2162,9.80792,0.4
10.0606,8.1152,0.0
8.928,8.98531,0.0
9.4693,8.03143,0.0
9.4521,8.92533,0.0
8.7914,8.43907,0.1
9.2172,8.34163,0.0
8.0796,9.43684,1.2
9.8281,8.4189,0.0
9.9611,8.54807,0.0
9.9739,8.03714,0.0
8.8853,8.26991,0.0
9.2692,8.69212,0.0
9.5689,8.67283,0.0
9.8823,8.0026,0.0
9.6618,8.09886,0.0
8.438,8.24503,0.0
9.962,7.9172,0.0
9.8021,8.4818,0.0
9.3713,8.21677,0.0
8.6723,8.25398,0.0
8.2312,8.91378,0.0
9.7104,8.34088,0.0
8.9481,8.63185,0.0
10.0509,8.01095,0.0
9.7194,8.19964,0.0
10.6639,8.56654,0.1
8.8209,8.23302,0.0
8.745,8.41209,0.0
9.3108,8.45487,0.0
8.5451,8.18566,0.0
8.0369,8.0674,0.0
9.8911,8.05765,0.0
9.9986,8.04892,0.0
9.0278,10.38094,0.8
9.0089,8.94713,0.1
8.4935,8.44704,0.0
8.5804,9.86646,1.2
