id_msa,ra,dec,z_spec,flag_zspec_qual,flag_emission_lines,log_Mstar,log_Mstar_16,log_Mstar_84,dust2,dust2_16,dust2_84,mwa,met,sfr100,ssfr100,logfagn,UV,VJ,chi2,gamma_t,t_eff,log_Mh,ml_bias,log_Mstar_true,response_z
20879,3.585735235909187,-30.38577120682226,3.058875,3,1,8.452633514093481,8.341170455553415,8.57962391799695,0.13962165631624332,0.05189597740130344,0.2712789612427839,0.5494354213841607,-1.0219890515215746,0.5744395528919333,1.9918603668119677e-09,-2.0894721287373,0.5102703506704138,0.05882486853111857,20.62955119993632,0.6912145535539692,1.4499882840610503,10.452633514093481,0.7721986029327803,8.564904502533414,1934078.3851747066
21111,3.582498880226519,-30.38546129981444,3.056035,3,1,9.914310339397309,9.796264376453289,10.055065865208475,1.402057788005524,1.2786503341265405,1.5864625279645266,0.48116019321015835,-0.8038117370960173,27.424738550076334,3.360114030324708e-09,0.38551214483240415,1.4360749380531992,1.5996613561068713,39.959601456465805,0.9510701149098321,1.9971729330183314,11.914310339397309,0.9654922113406229,9.929561564736511,1933401.628219031
21129,3.631268994743258,-30.38519377538393,2.510315,3,1,8.168579633405269,7.8252902216054405,8.367819382636524,0.16393603388799977,0.11739990894206641,0.24473255654472015,0.5116564775761351,-1.119485340518235,0.4862001052227432,3.5277278607039565e-09,-0.23286987493593791,0.4462679680607664,-0.3532157766007131,36.39434937656989,0.7005517768193859,1.822221629061135,10.168579633405269,0.7794857268550895,8.2767714661637,1798640.1263176578
21834,3.602081181334115,-30.38428236177805,2.674826,3,1,10.128533453211393,10.068180138846554,10.183574813300552,0.4967861152294833,0.2926807773398679,0.602750801939961,0.3377584309432272,-1.2845341643003616,73.38562314699972,5.419659157075149e-09,0.043256269399033265,0.47762681327862566,0.28956384554762593,28.916148541673238,1.0881770480848645,2.64519247490302,12.128533453211393,1.0609372379961413,10.102843760166001,1840304.2252845045
21858,3.607154252134269,-30.38382430998405,3.059687,3,1,8.363288687534986,8.229221908712832,8.493978999567426,0.14784826224466383,0.08188401022902247,0.26033285251307653,0.41512849405906993,-0.7469749820718343,0.7321036525228053,3.1883173893683378e-09,-2.6217264745949307,0.489552951052854,-0.07401436274671624,24.941549477336487,0.6878429629019217,1.442486902351895,10.363288687534986,0.7695600407440681,8.477046178576563,1934271.8369453659
22028,3.62289825704358,-30.38362728727651,3.548083,3,1,8.315372860886812,8.208831237773964,8.617454546567034,0.10019034916643996,0.07301188345009921,0.221371399358166,0.20957768073207428,-0.5660841737825834,1.3723624231251979,6.57621693260465e-09,-2.61330036994758,0.257402333673987,-0.021844269612095957,41.24589190367895,0.6712980771660273,1.1888653317495657,10.315372860886812,0.756555481538459,8.4365320786367,2047318.5616312867
22084,3.632125845600926,-30.38344062308187,3.15165,3,1,8.759951600286472,8.604025930638578,8.907868901651213,0.24046941435443928,0.13241527025646985,0.3889370388819941,0.43023484671906725,-0.8883673363753514,1.7463856684214125,3.2189438415690357e-09,-2.089202373017603,0.4769601804714263,0.07892592543122845,44.637709292960174,0.7043922997268505,1.428834986224455,10.759951600286472,0.7824745478018319,8.866481380494813,1956057.422470005
22179,3.544622104763942,-30.38317938555394,3.486199,3,1,8.021850212430987,7.785280534814166,8.163710643818266,0.20315056612608606,0.10577942620060324,0.3610054797500132,0.42218858600969505,-1.3738834977882743,0.1920113729966736,2.00682883472163e-09,-2.4230105420141506,0.5347251890096132,-0.12569697978541683,19.775064212799563,0.6653003084569434,1.2025400695425268,10.021850212430987,0.7518174598804557,8.145737805070636,2033342.3219910613
22346,3.631025363033293,-30.3832451629288,2.489916,3,0,10.86859709580049,10.812746271598689,10.921688510249394,0.6144335745438505,0.38515829353574305,0.7622230876240088,1.4540304520079328,0.046804220565895206,1.6144738991562795,2.291967143338257e-11,0.22481777413360593,1.7891721866889263,1.1599599664097973,9.477288833488545,2.8713196434773396,7.533200387069006,12.86859709580049,2.092459589499645,10.547940016340345,1793406.4195268177
22431,3.550474759128371,-30.38289639506826,3.478579,3,1,8.952174259345291,8.837927431038574,9.123522861338339,0.13738389761463812,0.1112751859672855,0.18554677501843342,0.3760651763303706,-0.7247814735575735,3.5172772429641057,3.766918422280559e-09,-1.1542764877794267,0.470989914580322,0.10078460561588187,64.94345374327406,0.7102934279892381,1.287121045174601,10.952174259345291,0.7870574922447147,9.056167801887536,2031614.7288302477
22755,3.608297991531357,-30.38230370505374,1.610406,3,1,8.017488755949056,7.95372170918404,8.294501665196988,0.09479038018063365,0.059509101784226935,0.16535521713706108,1.1590320010996968,-0.3767869482541441,0.5282868349030833,4.3527508642249275e-09,-3.1243894674676778,0.42768125971747395,-0.23085000073112028,20.88810699739663,0.7327422490570727,2.939198023243475,10.017488755949056,0.8043885188432398,8.112022892729737,1551048.087455705
